task,difficulty,reward,verifier_status,verifier_passed,verifier_total,end_status,native_finish_reason,model_responses,tool_calls,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,trace_usage_observed,trace_source,agent_time_seconds,verifier_time_seconds,end_to_end_time_seconds,finished_at,attempt_count,trial_name,result_path
path-tracing,Hard,0,failed,0,5,timeout,deadline,53,53,834142,2438080,0,75118,,True,agent/pi-sessions/2026-09-07T14-39-54-640Z_01a07c4f-b90f-71f3-a248-6640ea5ecc5a.jsonl,1808.29565,42.679217,1882.103168,2026-09-07T15:10:50.755977Z,1,path-tracing__V5NXRAx,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__14-39-27-602505__path-tracing/path-tracing__V5NXRAx/result.json
path-tracing-reverse,Hard,1,passed,3,3,timeout,deadline,22,27,664998,657280,0,104446,,True,agent/pi-sessions/2026-09-07T15-08-48-355Z_01a07c6a-2d61-7257-97c5-9ae5f9adcbb9.jsonl,1807.97433,117.799957,1992.499277,2026-09-07T15:40:59.566371Z,1,path-tracing-reverse__QjvHf4f,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__15-07-46-106003__path-tracing-reverse/path-tracing-reverse__QjvHf4f/result.json
polyglot-c-py,Medium,1,passed,1,1,completed,stop,7,6,28289,36096,0,11370,,True,agent/pi-sessions/2026-09-07T17-02-46-370Z_01a07cd2-845e-7398-b0c4-e38d7686db32.jsonl,212.846692,25.908627,299.640309,2026-09-07T17:06:51.471943Z,1,polyglot-c-py__ZmKvuDH,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-01-50-934384__polyglot-c-py/polyglot-c-py__ZmKvuDH/result.json
polyglot-rust-c,Hard,1,passed,1,1,completed,stop,12,15,97816,188928,0,38689,,True,agent/pi-sessions/2026-09-07T17-04-22-904Z_01a07cd3-fd76-752c-a3eb-76cf13860b66.jsonl,731.227697,26.532497,821.342858,2026-09-07T17:17:07.331027Z,1,polyglot-rust-c__zJTokMf,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-03-24-911433__polyglot-rust-c/polyglot-rust-c__zJTokMf/result.json
portfolio-optimization,Medium,1,passed,4,4,completed,stop,17,21,167620,326784,0,45324,,True,agent/pi-sessions/2026-09-07T00-50-20-900Z_01a07958-3c63-7563-b44a-32a1770188a3.jsonl,1033.684805,120.606161,1188.949212,2026-09-07T01:09:41.669758Z,1,portfolio-optimization__BK9o88n,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__00-49-51-598863__portfolio-optimization/portfolio-optimization__BK9o88n/result.json
protein-assembly,Hard,0,failed,0,1,timeout,deadline,17,22,119071,129280,0,22779,,True,agent/pi-sessions/2026-09-07T12-50-06-265Z_01a07beb-3137-72b9-a16f-6dd38f6d33fb.jsonl,1808.914563,381.625738,2222.289854,2026-09-07T13:26:41.411490Z,1,protein-assembly__EKfYmi4,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__12-49-37-262880__protein-assembly/protein-assembly__EKfYmi4/result.json
prove-plus-comm,Easy,1,passed,4,4,completed,stop,9,8,10449,17792,0,2652,,True,agent/pi-sessions/2026-09-07T11-25-21-872Z_01a07b9d-9c4e-7528-8488-8c219f3c7988.jsonl,84.396794,36.034807,150.197028,2026-09-07T11:27:27.849384Z,3,prove-plus-comm__4mPPZWk,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__11-24-56-640367__prove-plus-comm/prove-plus-comm__4mPPZWk/result.json
pypi-server,Medium,0,failed,0,1,completed,stop,14,16,15555,33856,0,2462,,True,agent/pi-sessions/2026-09-07T17-07-25-747Z_01a07cd6-c7b0-75e7-910e-4dcc60e88da2.jsonl,99.027237,37.978524,171.299913,2026-09-07T17:09:48.844077Z,1,pypi-server__NZShFpy,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-06-56-438231__pypi-server/pypi-server__NZShFpy/result.json
pytorch-model-cli,Medium,0,failed,5,6,completed,stop,19,26,70112,209792,0,22166,,True,agent/pi-sessions/2026-09-07T17-08-47-305Z_01a07cd8-0646-741f-8f9f-ba308136a3c6.jsonl,455.240697,300.46514,791.402871,2026-09-07T17:21:30.008649Z,1,pytorch-model-cli__3cEi8wa,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-08-17-425140__pytorch-model-cli/pytorch-model-cli__3cEi8wa/result.json
pytorch-model-recovery,Medium,1,passed,5,5,completed,stop,15,14,98252,115136,0,22217,,True,agent/pi-sessions/2026-09-07T17-10-28-459Z_01a07cd9-9169-748f-b7f2-de149bea3e17.jsonl,515.069044,440.762929,994.42042,2026-09-07T17:26:31.053682Z,1,pytorch-model-recovery__i6XzvCv,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-09-55-169774__pytorch-model-recovery/pytorch-model-recovery__i6XzvCv/result.json
qemu-alpine-ssh,Medium,0,failed,0,1,timeout,deadline,14,17,26673,134528,0,25338,,True,agent/pi-sessions/2026-09-07T13-50-08-672Z_01a07c22-291c-74fb-abf5-d2cade6d7801.jsonl,907.677461,32.196666,971.18816,2026-09-07T14:05:56.069413Z,1,qemu-alpine-ssh__szefVAU,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__13-49-43-950167__qemu-alpine-ssh/qemu-alpine-ssh__szefVAU/result.json
qemu-startup,Medium,1,passed,1,1,timeout,deadline,28,28,111691,273472,0,25309,,True,agent/pi-sessions/2026-09-07T14-06-27-984Z_01a07c31-1a8e-7369-933e-3242977b0ec3.jsonl,907.190133,23.854368,962.107546,2026-09-07T14:22:06.097075Z,1,qemu-startup__Fn2VJ4z,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__14-06-02-610353__qemu-startup/qemu-startup__Fn2VJ4z/result.json
query-optimize,Medium,0,failed,5,6,completed,stop,13,19,27095,59136,0,6895,,True,agent/pi-sessions/2026-09-07T17-18-03-501Z_01a07ce0-82eb-7421-ab95-9adbdc3d7712.jsonl,573.986996,893.990121,1523.862303,2026-09-07T17:42:37.533772Z,1,query-optimize__TMM4aAA,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-17-12-619244__query-optimize/query-optimize__TMM4aAA/result.json
raman-fitting,Medium,1,passed,3,3,completed,stop,21,20,231407,268352,0,32522,,True,agent/pi-sessions/2026-09-07T17-22-05-190Z_01a07ce4-3305-704a-beed-008a099f4efb.jsonl,619.547964,23.328578,677.263092,2026-09-07T17:32:54.229933Z,1,raman-fitting__7CfXwxy,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-21-35-971781__raman-fitting/raman-fitting__7CfXwxy/result.json
regex-chess,Hard,0,failed,0,4,max_token,length,11,10,65214,179200,0,96001,,True,agent/pi-sessions/2026-09-07T01-26-12-968Z_01a07979-12e7-774a-9a83-b0b5da0ae2a4.jsonl,1539.882406,24.788669,1599.022634,2026-09-07T01:52:23.158552Z,1,regex-chess__FJ4Kere,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__01-25-42-980564__regex-chess/regex-chess__FJ4Kere/result.json
regex-log,Medium,1,passed,1,1,completed,stop,9,8,117029,177920,0,39499,,True,agent/pi-sessions/2026-09-07T17-27-30-491Z_01a07ce9-29ba-71cb-98a2-a18f3955ecba.jsonl,611.625356,29.165526,701.626623,2026-09-07T17:38:18.840906Z,1,regex-log__nx4x62y,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-26-35-938167__regex-log/regex-log__nx4x62y/result.json
reshard-c4-data,Medium,0,failed,0,1,completed,stop,20,19,155767,650368,0,52329,,True,agent/pi-sessions/2026-09-07T01-52-58-904Z_01a07991-9415-772d-ba1a-113e881b5781.jsonl,1010.813147,450.390273,1498.932368,2026-09-07T02:17:28.226407Z,1,reshard-c4-data__xwARwjW,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__01-52-28-184255__reshard-c4-data/reshard-c4-data__xwARwjW/result.json
rstan-to-pystan,Medium,1,passed,6,6,completed,stop,29,32,156843,358848,0,19523,,True,agent/pi-sessions/2026-09-06T20-49-22-511Z_01a0787b-9e4e-75b4-b933-51f550a50341.jsonl,1223.046364,26.4911,1286.894373,2026-09-06T21:10:30.396150Z,1,rstan-to-pystan__g3MGP5H,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-06__20-49-02-381280__rstan-to-pystan/rstan-to-pystan__g3MGP5H/result.json
sam-cell-seg,Hard,1,passed,9,9,completed,stop,68,72,593514,2877120,0,79056,,True,agent/pi-sessions/2026-09-06T22-44-23-891Z_01a078e4-ecd1-71aa-8c48-cbcaceda56cd.jsonl,3629.834292,166.704912,3836.30977,2026-09-06T23:47:51.069628Z,1,sam-cell-seg__p8HXtHh,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-06__22-43-53-555284__sam-cell-seg/sam-cell-seg__p8HXtHh/result.json
sanitize-git-repo,Medium,1,passed,3,3,completed,stop,22,34,305162,464128,0,29535,,True,agent/pi-sessions/2026-09-07T17-33-28-321Z_01a07cee-9f80-744b-a9d6-0e4620d1a051.jsonl,586.552398,25.107281,644.593771,2026-09-07T17:43:46.045771Z,1,sanitize-git-repo__7LoEtNh,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-33-00-295863__sanitize-git-repo/sanitize-git-repo__7LoEtNh/result.json
schemelike-metacircular-eval,Medium,0,failed,0,1,timeout,deadline,27,27,889845,1701184,0,111625,,True,agent/pi-sessions/2026-09-07T09-17-29-105Z_01a07b28-888f-758c-ae8f-1c5bbe2433c4.jsonl,2408.447695,45.813319,2485.630818,2026-09-07T09:58:28.461432Z,3,schemelike-metacircular-eval__Mofj9Zb,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__09-17-00-894047__schemelike-metacircular-eval/schemelike-metacircular-eval__Mofj9Zb/result.json
sparql-university,Hard,1,passed,3,3,completed,stop,19,18,166303,327744,0,31926,,True,agent/pi-sessions/2026-09-07T17-39-21-637Z_01a07cf4-03a4-71ba-8c89-b9af92bd5b91.jsonl,554.818811,32.189026,650.227768,2026-09-07T17:49:14.594187Z,1,sparql-university__j6nUkkt,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-38-23-418464__sparql-university/sparql-university__j6nUkkt/result.json
sqlite-db-truncate,Medium,1,passed,1,1,completed,stop,10,11,18484,22976,0,6044,,True,agent/pi-sessions/2026-09-07T17-43-10-686Z_01a07cf7-825d-7075-b621-ba58c47c084d.jsonl,116.707442,24.369312,175.37406,2026-09-07T17:45:38.884575Z,1,sqlite-db-truncate__cnntE6s,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-42-42-535581__sqlite-db-truncate/sqlite-db-truncate__cnntE6s/result.json
sqlite-with-gcov,Medium,1,passed,3,3,completed,stop,22,31,95867,165952,0,9731,,True,agent/pi-sessions/2026-09-07T17-44-50-045Z_01a07cf9-067b-73ed-93e6-5d3289e7de1b.jsonl,606.745625,22.717143,692.947326,2026-09-07T17:55:25.654165Z,1,sqlite-with-gcov__Uqtd4ye,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-43-51-125316__sqlite-with-gcov/sqlite-with-gcov__Uqtd4ye/result.json
torch-pipeline-parallelism,Hard,0,failed,0,3,timeout,deadline,27,33,110069,172224,0,32286,,True,agent/pi-sessions/2026-09-06T22-05-33-946Z_01a078c1-5f79-72a1-a7a1-a038a76ae661.jsonl,906.990742,257.304697,1227.670925,2026-09-06T22:25:07.719826Z,1,torch-pipeline-parallelism__oa734jC,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-06__22-04-38-850856__torch-pipeline-parallelism/torch-pipeline-parallelism__oa734jC/result.json
torch-tensor-parallelism,Hard,1,passed,3,3,completed,stop,12,12,117925,264640,0,43163,,True,agent/pi-sessions/2026-09-06T22-26-04-144Z_01a078d4-24ee-775b-9540-ed5c30a461a8.jsonl,669.758399,385.182627,1113.945556,2026-09-06T22:43:48.063808Z,1,torch-tensor-parallelism__LBhdEKF,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-06__22-25-12-954623__torch-tensor-parallelism/torch-tensor-parallelism__LBhdEKF/result.json
train-fasttext,Hard,0,failed,0,2,timeout,deadline,29,32,159225,138048,0,17600,,True,agent/pi-sessions/2026-09-07T01-10-15-978Z_01a0796a-78a7-7342-b129-3216fd283e2f.jsonl,3611.456341,1000.611366,4653.396703,2026-09-07T02:27:21.595600Z,1,train-fasttext__aoz6eea,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__01-09-46-708920__train-fasttext/train-fasttext__aoz6eea/result.json
tune-mjcf,Medium,0,failed,3,4,timeout,deadline,26,27,121669,267392,0,23893,,True,agent/pi-sessions/2026-09-07T17-46-12-445Z_01a07cfa-485a-74ab-bcf7-800413715791.jsonl,907.633223,165.168594,1106.945094,2026-09-07T18:04:11.884616Z,1,tune-mjcf__jdjXwxx,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-45-43-869769__tune-mjcf/tune-mjcf__jdjXwxx/result.json
video-processing,Hard,0,failed,4,5,completed,stop,15,17,328336,184064,0,65513,,True,agent/pi-sessions/2026-09-07T02-18-17-227Z_01a079a8-bf0a-73d1-989b-da2d714e6721.jsonl,1160.417761,29.205192,1224.929551,2026-09-07T02:38:13.161498Z,1,video-processing__oGVFQJ7,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__02-17-45-318009__video-processing/video-processing__oGVFQJ7/result.json
vulnerable-secret,Medium,1,passed,3,3,completed,stop,17,16,39864,65088,0,7760,,True,agent/pi-sessions/2026-09-07T17-49-49-137Z_01a07cfd-96cf-77e8-acbf-021c09dcab5c.jsonl,151.738974,22.298275,208.406669,2026-09-07T17:52:49.445610Z,1,vulnerable-secret__5TkuKjR,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-49-19-807163__vulnerable-secret/vulnerable-secret__5TkuKjR/result.json
winning-avg-corewars,Medium,1,passed,3,3,completed,stop,25,29,236688,698752,0,52585,,True,agent/pi-sessions/2026-09-07T02-38-54-215Z_01a079bb-9f06-769e-8c38-612efff292d1.jsonl,1269.144191,109.977492,1414.070153,2026-09-07T03:01:58.552649Z,1,winning-avg-corewars__t4W7vSY,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__02-38-23-485503__winning-avg-corewars/winning-avg-corewars__t4W7vSY/result.json
write-compressor,Hard,0,failed,2,3,timeout,deadline,7,8,105929,139648,0,51615,,True,agent/pi-sessions/2026-09-07T17-53-48-863Z_01a07d01-3f3e-7151-9bfd-b782dbad6652.jsonl,907.053897,24.620021,991.972039,2026-09-07T18:09:27.126454Z,1,write-compressor__RHXFXUi,/home/vagrant/moi-benchmark/work/linux-terminal-bench/pi/jobs/2026-09-07__17-52-54-071302__write-compressor/write-compressor__RHXFXUi/result.json
