task,difficulty,reward,verifier_status,verifier_passed,verifier_total,end_status,native_finish_reason,model_responses,tool_calls,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,trace_usage_observed,trace_source,agent_time_seconds,verifier_time_seconds,end_to_end_time_seconds,finished_at,attempt_count,trial_name,result_path
protein-assembly,Hard,0,failed,0,1,timeout,ProductDeadlineExpired,32,34,86365,1021056,0,13824,1551,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,1808.44457,40.126835,1876.108706,2026-09-08T18:22:36.660435Z,1,protein-assembly__AQatucb,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__17-50-21-157865__protein-assembly/protein-assembly__AQatucb/result.json
prove-plus-comm,Easy,1,passed,4,4,completed,run.completed,5,5,1867,71168,0,733,320,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,57.756758,27.613033,112.888409,2026-09-09T00:34:47.633222Z,2,prove-plus-comm__C3K8ve8,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__00-32-11-148101__prove-plus-comm/prove-plus-comm__C3K8ve8/result.json
pypi-server,Medium,0,failed,0,1,completed,run.completed,38,37,31796,690304,0,4330,275,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,278.601544,64.521652,382.305955,2026-09-09T00:41:19.967740Z,2,pypi-server__ZY3bRZN,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__00-34-13-398916__pypi-server/pypi-server__ZY3bRZN/result.json
pytorch-model-cli,Medium,1,passed,6,6,completed,run.completed,32,35,22267,605376,0,4600,230,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,697.725054,221.18643,953.969097,2026-09-09T00:51:34.435686Z,2,pytorch-model-cli__qhvSuxd,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__00-34-56-615647__pytorch-model-cli/pytorch-model-cli__qhvSuxd/result.json
pytorch-model-recovery,Medium,1,passed,5,5,completed,run.completed,22,21,25535,393600,0,8486,932,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,767.965277,277.562934,1075.898815,2026-09-09T01:00:47.743041Z,2,pytorch-model-recovery__964m7t6,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__00-41-32-251218__pytorch-model-recovery/pytorch-model-recovery__964m7t6/result.json
qemu-alpine-ssh,Medium,0,failed,0,1,timeout,ProductDeadlineExpired,54,55,72413,1057920,0,9086,635,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,921.137867,18.901144,967.522432,2026-09-08T19:02:41.800812Z,1,qemu-alpine-ssh__chuU7wu,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__18-45-43-157563__qemu-alpine-ssh/qemu-alpine-ssh__chuU7wu/result.json
qemu-startup,Medium,0,failed,0,1,completed,run.completed,29,28,13010,471104,0,5380,3453,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,371.977701,20.934367,420.389568,2026-09-08T19:10:06.821233Z,1,qemu-startup__mf6cJpR,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__19-02-47-156102__qemu-startup/qemu-startup__mf6cJpR/result.json
query-optimize,Medium,0,failed,5,6,completed,run.completed,25,26,22003,450816,0,8746,3190,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,442.77302,924.845403,1396.314725,2026-09-09T01:07:14.312224Z,2,query-optimize__CjhKNeM,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__00-43-12-901055__query-optimize/query-optimize__CjhKNeM/result.json
raman-fitting,Medium,0,failed,1,3,timeout,ProductDeadlineExpired,27,27,79368,523968,0,49998,40855,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,908.782247,23.102632,962.013981,2026-09-09T01:08:25.497514Z,2,raman-fitting__fkybXPF,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__00-51-40-221985__raman-fitting/raman-fitting__fkybXPF/result.json
regex-chess,Hard,0,failed,0,4,max_token,finish_reason=length,8,8,39134,93184,0,537,112,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,2520.710938,29.838148,2578.076496,2026-09-08T17:22:13.231688Z,1,regex-chess__79v3bRE,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__16-38-20-817885__regex-chess/regex-chess__79v3bRE/result.json
regex-log,Medium,1,passed,1,1,timeout,ProductDeadlineExpired,3,3,3718,42176,0,132704,128771,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,908.476839,56.681582,992.081049,2026-09-09T01:18:11.032045Z,2,regex-log__L9FkhKc,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-00-53-409989__regex-log/regex-log__L9FkhKc/result.json
reshard-c4-data,Medium,0,failed,0,1,max_token,finish_reason=length,6,8,4218,93696,0,64740,63947,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,2632.805468,128.875789,2791.785202,2026-09-08T18:09:41.822043Z,1,reshard-c4-data__VUGVcHL,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__17-22-18-182884__reshard-c4-data/reshard-c4-data__VUGVcHL/result.json
rstan-to-pystan,Medium,1,passed,6,6,completed,run.completed,39,40,62822,903296,0,4792,207,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,828.245855,36.049861,897.81576,2026-09-08T08:43:08.760548Z,1,rstan-to-pystan__BGEmtze,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__08-27-12-141550__rstan-to-pystan/rstan-to-pystan__BGEmtze/result.json
sam-cell-seg,Hard,1,passed,9,9,completed,run.completed,36,39,107541,839488,0,12346,6490,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,1222.608327,204.724665,1475.388491,2026-09-09T02:02:48.776510Z,2,sam-cell-seg__yDf9EZj,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-37-23-451833__sam-cell-seg/sam-cell-seg__yDf9EZj/result.json
sanitize-git-repo,Medium,1,passed,3,3,completed,run.completed,47,76,319228,3330560,0,11616,731,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,622.576011,26.427171,686.76359,2026-09-09T01:19:34.180481Z,2,sanitize-git-repo__f2SVNSg,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-07-19-684240__sanitize-git-repo/sanitize-git-repo__f2SVNSg/result.json
schemelike-metacircular-eval,Medium,0,failed,0,1,timeout,ProductDeadlineExpired,9,36,50825,193472,0,729,69,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,2408.756172,34.218576,2470.825456,2026-09-08T19:55:40.702398Z,1,schemelike-metacircular-eval__3paY5my,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__19-13-38-720421__schemelike-metacircular-eval/schemelike-metacircular-eval__3paY5my/result.json
sparql-university,Hard,1,passed,3,3,completed,run.completed,15,14,22911,299456,0,26766,22309,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,455.472736,42.53925,525.106575,2026-09-09T01:17:58.651129Z,2,sparql-university__KfjjLCB,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-08-31-474333__sparql-university/sparql-university__KfjjLCB/result.json
sqlite-db-truncate,Medium,1,passed,1,1,completed,run.completed,7,9,20882,93376,0,3306,651,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,119.012598,24.575691,171.207712,2026-09-09T01:21:38.989318Z,2,sqlite-db-truncate__WDbWamB,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-18-04-138464__sqlite-db-truncate/sqlite-db-truncate__WDbWamB/result.json
sqlite-with-gcov,Medium,0,failed,2,3,completed,run.completed,26,29,26337,451648,0,1757,99,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,601.483024,31.084944,660.779588,2026-09-09T01:30:30.853832Z,2,sqlite-with-gcov__nEx8eKV,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-18-46-802055__sqlite-with-gcov/sqlite-with-gcov__nEx8eKV/result.json
torch-pipeline-parallelism,Hard,0,failed,0,3,timeout,ProductDeadlineExpired,6,7,45974,45568,0,35123,34694,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,920.052513,428.044917,1382.53242,2026-09-09T05:57:26.102878Z,4,torch-pipeline-parallelism__t2VwdFD,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__05-33-38-530426__torch-pipeline-parallelism/torch-pipeline-parallelism__t2VwdFD/result.json
torch-tensor-parallelism,Hard,1,passed,3,3,completed,run.completed,13,12,47103,195264,0,15044,10156,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,479.555937,488.712825,1004.673164,2026-09-09T02:48:22.236404Z,3,torch-tensor-parallelism__nP9JSef,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__02-31-25-475467__torch-tensor-parallelism/torch-tensor-parallelism__nP9JSef/result.json
train-fasttext,Hard,0,failed,1,2,timeout,ProductDeadlineExpired,42,43,179383,1693952,0,6507,1693,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,3623.98533,141.759466,3799.187637,2026-09-08T16:32:17.312887Z,1,train-fasttext__tyYA8xM,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__15-27-55-879657__train-fasttext/train-fasttext__tyYA8xM/result.json
tune-mjcf,Medium,0,failed,3,4,timeout,ProductDeadlineExpired,24,26,32528,467904,0,15614,7762,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,918.024817,67.310983,1013.723167,2026-09-09T01:37:17.830803Z,2,tune-mjcf__D7VtSiY,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-19-39-617685__tune-mjcf/tune-mjcf__D7VtSiY/result.json
video-processing,Hard,0,failed,3,5,completed,run.completed,72,82,212404,3889408,0,25505,4103,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,2222.234174,140.446945,2391.343949,2026-09-09T05:01:00.533768Z,2,video-processing__dvug98N,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__04-20-18-468705__video-processing/video-processing__dvug98N/result.json
vulnerable-secret,Medium,1,passed,3,3,completed,run.completed,13,12,18468,223232,0,3055,1946,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,122.776143,23.605247,173.516321,2026-09-09T01:25:23.343067Z,2,vulnerable-secret__xEnvcGH,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__01-21-44-698227__vulnerable-secret/vulnerable-secret__xEnvcGH/result.json
winning-avg-corewars,Medium,0,failed,1,3,completed,run.completed,28,61,33331,574080,0,8011,1797,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,767.589617,28.666461,833.692104,2026-09-08T19:13:33.236537Z,1,winning-avg-corewars__fRCkauq,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-08__18-58-23-027104__winning-avg-corewars/winning-avg-corewars__fRCkauq/result.json
write-compressor,Hard,0,failed,0,3,timeout,ProductDeadlineExpired,1,2,166,14080,0,47,21,True,agent/hermes-run-events.jsonl + agent/hermes-session.jsonl,909.477467,39.013445,976.269861,2026-09-09T04:30:15.123332Z,3,write-compressor__mN3iZra,/home/vagrant/moi-benchmark/work/linux-terminal-bench/hermes/jobs/2026-09-09__04-13-12-005218__write-compressor/write-compressor__mN3iZra/result.json
