position,task_id,system,batch,state,result_available,agent_executed,evaluator_executed,verify_status,run_validity,terminal_status,failure_category,incomplete_stage,incomplete_reason,run_id,attempt_ordinal,source,run_directory,started_at,start_time_source,finished_at,observed_seconds,e2e_seconds,agent_seconds,evaluator_seconds,orchestration_seconds,timeout,timeout_scope,normal_e2e_success,artifact_gate_status,benchmark_status,experiment_id,product_version,node_version,model_id,model_provider,thinking,reasoning_effort,temperature,agent_deadline_seconds,budget_tier,mcp_tool_count,model_proxy_transport,tool_calls,tool_failures,started_only_tool_calls,claim_done_seen,terminal_tool_counts,model_request_limit,model_request_limit_exceeded,model_requests_started,model_requests_completed,model_requests_failed,model_requests_successful_events,stream_requests,non_stream_requests,model_transport_errors,model_http_error_responses,model_provider_error_responses,model_error_type_counts,model_http_status_counts,connection_reused_true,connection_reused_false,connection_reused_unknown,token_input,token_output,token_total,cache_read_tokens,token_reliable,token_note,token_usage_reported_completed,token_usage_missing_completed,preprocess_status,running_status,evaluation_status,last_lifecycle_event,last_lifecycle_at,internal_nonstream_requests,internal_nonstream_requests_completed,internal_nonstream_token_input,internal_nonstream_token_output,internal_nonstream_token_total,internal_nonstream_usage_reported_completed,retained_requests_completed_excluding_internal_nonstream,retained_requests_excluding_internal_nonstream,retained_usage_missing_completed_excluding_internal_nonstream,retained_usage_reported_completed_excluding_internal_nonstream,token_excluding_internal_nonstream_input,token_excluding_internal_nonstream_note,token_excluding_internal_nonstream_output,token_excluding_internal_nonstream_reliable,token_excluding_internal_nonstream_total
46,identify-all-songs,dsh,toolathlon-dsh-new-key-recovery-48-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-newkey48-046-identify-all-songs-a1,1,toolathlon-dsh-new-key-recovery-48-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-new-key-recovery-48-v1/runs/dsh/identify-all-songs/dsh-newkey48-046-identify-all-songs-a1,2026-08-26T07:13:52.301911+00:00,run.json,2026-08-26T07:16:49.325490+00:00,177.023579,177.023579,149.99943409100524,6.608178541995585,20.415966366999186,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,50,node_fetch_undici,15,0,0,False,"{""local-web_search"":6,""bash"":2,""filesystem-directory_tree"":1,""filesystem-read_file"":1,""fetch-fetch_txt"":1,""youtube-transcript-get_transcript"":1,""fetch-fetch_json"":1,""write"":1,""read"":1}",100,False,10,10,0,10,10,0,0,0,0,{},"{""200"":10}",8,2,0,274227,14935,289162,249856,True,all_completed_responses_reported,10,0,done,,pass,artifact_validation.end,2026-08-26T07:16:50.490201+00:00,0,0,,,,0,10,10,0,10,274227,all_retained_completed_responses_reported,14935,True,289162
47,imagenet,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-047-imagenet-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/imagenet/dsh-108-047-imagenet-a1,2026-08-21T04:13:37.071411+00:00,run.json,2026-08-21T04:15:24.531704+00:00,107.460293,107.460293,80.5559472499881,6.7224656420294195,20.18188010798248,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,22,node_fetch_undici,15,0,0,False,"{""pdf-tools-read_pdf_pages"":5,""pdf-tools-search_pdf_content"":3,""read"":2,""pdf-tools-get_pdf_info"":2,""bash"":1,""filesystem-list_allowed_directories"":1,""write"":1}",100,False,13,13,4,9,13,0,4,0,0,"{""ECONNRESET"":3,""UND_ERR_SOCKET"":1}","{""200"":10}",6,4,3,217265,4813,222078,185472,False,partial_or_missing_provider_usage,9,4,done,,pass,artifact_validation.end,2026-08-21T04:15:25.946088+00:00,0,0,,,,0,13,13,4,9,217265,partial_or_missing_retained_provider_usage,4813,False,222078
48,inter-final-performance-analysis,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-048-inter-final-performance-analysis-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/inter-final-performance-analysis/dsh-108-048-inter-final-performance-analysis-a1,2026-08-21T04:16:03.202485+00:00,run.json,2026-08-21T04:22:55.176330+00:00,411.973845,411.973845,374.78059773205314,16.816516129067168,20.376731138879677,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,67,node_fetch_undici,28,2,0,False,"{""bash"":6,""fetch-fetch_json"":5,""google_sheet-get_sheet_data"":3,""local-web_search"":2,""fetch-fetch_html"":2,""fetch-fetch_txt"":2,""google_sheet-list_spreadsheets"":1,""filesystem-list_allowed_directories"":1,""google_sheet-list_sheets"":1,""google_sheet-get_multiple_spreadsheet_summary"":1,""google_sheet-get_multiple_sheet_data"":1,""filesystem-directory_tree"":1,""todo_write"":1,""local-python-execute"":1}",100,False,36,36,19,17,36,0,19,0,0,"{""ECONNRESET"":8,""UND_ERR_SOCKET"":10,""downstream_disconnected"":1}","{""200"":20}",12,8,16,1463455,12947,1476402,1374592,False,partial_or_missing_provider_usage,18,18,done,,fail,artifact_validation.end,2026-08-21T04:22:56.524122+00:00,0,0,,,,0,36,36,18,18,1463455,partial_or_missing_retained_provider_usage,12947,False,1476402
48,inter-final-performance-analysis,dsh,toolathlon-dsh-rerun-transport-incomplete-30-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-rerun30-048-inter-final-performance-analysis-a1,1,toolathlon-dsh-rerun-transport-incomplete-30-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-30-v1/runs/dsh/inter-final-performance-analysis/dsh-rerun30-048-inter-final-performance-analysis-a1,2026-08-23T08:33:55.318456+00:00,run.json,2026-08-23T08:47:09.817333+00:00,794.498877,794.498877,746.1703041678993,26.053973525064066,22.274599307036624,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,67,node_fetch_undici,42,4,0,False,"{""bash"":9,""fetch-fetch_json"":5,""fetch-fetch_html"":4,""google_sheet-get_sheet_data"":3,""grep"":3,""todo_write"":3,""google_sheet-update_cells"":3,""local-web_search"":2,""fetch-fetch_txt"":2,""google_sheet-list_spreadsheets"":1,""filesystem-list_allowed_directories"":1,""google_sheet-list_sheets"":1,""filesystem-directory_tree"":1,""local-python-execute"":1,""google_sheet-get_multiple_sheet_data"":1,""write"":1,""read"":1}",100,False,72,72,42,30,72,0,42,0,0,"{""ECONNRESET"":23,""UND_ERR_SOCKET"":18,""downstream_disconnected"":1}","{""200"":38}",18,20,34,3603408,22878,3626286,3445248,False,partial_or_missing_provider_usage,31,41,done,,pass,artifact_validation.end,2026-08-23T08:47:12.151906+00:00,0,0,,,,0,72,72,41,31,3603408,partial_or_missing_retained_provider_usage,22878,False,3626286
49,interview-report,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-049-interview-report-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/interview-report/dsh-108-049-interview-report-a1,2026-08-21T04:23:20.640587+00:00,run.json,2026-08-21T04:26:18.348699+00:00,177.708112,177.708112,150.64113480993547,6.474561995943077,20.592415194121457,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,60,node_fetch_undici,6,0,0,False,"{""read"":2,""word-get_document_text"":2,""filesystem-list_allowed_directories"":1,""glob"":1}",100,False,8,8,6,2,8,0,6,0,0,"{""ECONNRESET"":1,""UND_ERR_SOCKET"":5}","{""200"":6}",2,4,2,28801,326,29127,14336,False,partial_or_missing_provider_usage,2,6,done,,fail,artifact_validation.end,2026-08-21T04:26:19.616290+00:00,0,0,,,,0,8,8,6,2,28801,partial_or_missing_retained_provider_usage,326,False,29127
49,interview-report,dsh,toolathlon-dsh-rerun-transport-incomplete-30-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-rerun30-049-interview-report-a1,1,toolathlon-dsh-rerun-transport-incomplete-30-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-30-v1/runs/dsh/interview-report/dsh-rerun30-049-interview-report-a1,2026-08-23T08:47:41.937983+00:00,run.json,2026-08-23T08:51:00.206550+00:00,198.268567,198.268567,168.47295674995985,8.303879322018474,21.491730928021667,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,60,node_fetch_undici,6,0,0,False,"{""read"":2,""word-get_document_text"":2,""bash"":1,""glob"":1}",100,False,8,8,6,2,8,0,6,0,0,"{""ECONNRESET"":2,""UND_ERR_SOCKET"":4}","{""200"":6}",2,4,2,28971,346,29317,14336,False,partial_or_missing_provider_usage,2,6,done,,fail,artifact_validation.end,2026-08-23T08:51:01.780309+00:00,0,0,,,,0,8,8,6,2,28971,partial_or_missing_retained_provider_usage,346,False,29317
49,interview-report,dsh,toolathlon-dsh-rerun-transport-incomplete-18-v1,incomplete,False,True,False,missing,missing,missing,infra_incomplete,agent,attempt was interrupted during agent execution,dsh-rerun18-049-interview-report-a1,1,toolathlon-dsh-rerun-transport-incomplete-18-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-18-v1/runs/dsh/interview-report/dsh-rerun18-049-interview-report-a1,2026-08-23T14:26:25.475346+00:00,lifecycle_event,2026-08-23T14:27:04.941819+00:00,39.466473,,,,,,,False,,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,60,node_fetch_undici,,,,,{},,,,,,3,,,4,0,0,"{""ECONNRESET"":2,""UND_ERR_SOCKET"":2}","{""200"":4}",3,1,3,,,,29056,,,,,done,,,agent.execution_start,2026-08-23T14:27:04.941819+00:00,,,,,,,,,,,,,,,
49,interview-report,dsh,toolathlon-dsh-rerun-transport-incomplete-18-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-rerun18-049-interview-report-a2,2,toolathlon-dsh-rerun-transport-incomplete-18-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-18-v1/runs/dsh/interview-report/dsh-rerun18-049-interview-report-a2,2026-08-25T07:14:02.087143+00:00,run.json,2026-08-25T07:17:33.243985+00:00,211.156842,211.156842,181.52363189999596,6.303872125019552,23.329337974984497,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,60,node_fetch_undici,6,0,0,False,"{""read"":2,""word-get_document_text"":2,""bash"":1,""glob"":1}",100,False,8,8,6,2,8,0,6,0,0,"{""ECONNRESET"":1,""UND_ERR_SOCKET"":5}","{""200"":7}",2,5,1,28985,362,29347,14464,False,partial_or_missing_provider_usage,2,6,done,,fail,artifact_validation.end,2026-08-25T07:17:34.828304+00:00,0,0,,,,0,8,8,6,2,28985,partial_or_missing_retained_provider_usage,362,False,29347
49,interview-report,dsh,toolathlon-dsh-new-key-recovery-48-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-newkey48-049-interview-report-a1,1,toolathlon-dsh-new-key-recovery-48-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-new-key-recovery-48-v1/runs/dsh/interview-report/dsh-newkey48-049-interview-report-a1,2026-08-26T07:17:12.992300+00:00,run.json,2026-08-26T07:24:09.611072+00:00,416.618772,416.618772,387.49316634598654,7.408876870991662,21.71672878302178,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,60,node_fetch_undici,34,2,0,False,"{""bash"":13,""edit"":7,""word-get_document_text"":3,""word-get_document_outline"":3,""read"":2,""todo_write"":2,""filesystem-list_allowed_directories"":1,""glob"":1,""write"":1,""local-claim_done"":1}",100,False,26,26,0,26,26,0,0,0,0,{},"{""200"":26}",24,2,0,1216114,38524,1254638,1175296,True,all_completed_responses_reported,26,0,done,,pass,artifact_validation.end,2026-08-26T07:24:11.448754+00:00,0,0,,,,0,26,26,0,26,1216114,all_retained_completed_responses_reported,38524,True,1254638
50,inventory-sync,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-050-inventory-sync-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/inventory-sync/dsh-108-050-inventory-sync-a1,2026-08-21T04:28:02.032382+00:00,run.json,2026-08-21T04:37:58.797135+00:00,596.764753,596.764753,560.2611740619177,15.125280114007182,21.37829882407516,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,69,node_fetch_undici,33,0,0,False,"{""bash"":17,""local-python-execute"":8,""woocommerce-woo_products_batch_update"":3,""woocommerce-woo_products_list"":2,""filesystem-directory_tree"":1,""woocommerce-woo_products_categories_list"":1,""woocommerce-woo_products_update"":1}",100,False,58,58,33,25,58,0,33,0,0,"{""ECONNRESET"":16,""UND_ERR_SOCKET"":14,""downstream_disconnected"":3}","{""200"":34}",18,16,24,2278130,25429,2303559,2171904,False,partial_or_missing_provider_usage,28,30,done,,pass,artifact_validation.end,2026-08-21T04:38:00.463996+00:00,0,0,,,,0,58,58,30,28,2278130,partial_or_missing_retained_provider_usage,25429,False,2303559
51,investment-decision-analysis,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-108-051-investment-decision-analysis-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/investment-decision-analysis/dsh-108-051-investment-decision-analysis-a1,2026-08-21T04:38:32.499415+00:00,run.json,2026-08-21T04:47:09.727218+00:00,517.227803,517.227803,471.72674005501904,23.07425389601849,22.42680904896247,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,59,node_fetch_undici,18,0,0,False,"{""bash"":4,""yahoo-finance-get_financial_statement"":4,""excel-read_data_from_excel"":3,""yahoo-finance-get_historical_stock_prices"":2,""yahoo-finance-get_stock_info"":2,""filesystem-list_allowed_directories"":1,""glob"":1,""excel-get_workbook_metadata"":1}",100,False,25,25,18,7,25,0,18,0,0,"{""ECONNRESET"":7,""UND_ERR_SOCKET"":11}","{""200"":17}",5,12,8,308001,8846,316847,241152,False,partial_or_missing_provider_usage,7,18,done,,fail,artifact_validation.end,2026-08-21T04:47:11.776509+00:00,0,0,,,,0,25,25,18,7,308001,partial_or_missing_retained_provider_usage,8846,False,316847
51,investment-decision-analysis,dsh,toolathlon-dsh-rerun-transport-incomplete-30-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-rerun30-051-investment-decision-analysis-a1,1,toolathlon-dsh-rerun-transport-incomplete-30-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-30-v1/runs/dsh/investment-decision-analysis/dsh-rerun30-051-investment-decision-analysis-a1,2026-08-23T08:51:37.459746+00:00,run.json,2026-08-23T08:54:26.050476+00:00,168.59073,168.59073,121.92650461499579,26.045251647941768,20.618973737062447,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,59,node_fetch_undici,10,0,0,False,"{""excel-read_data_from_excel"":3,""yahoo-finance-get_historical_stock_prices"":2,""yahoo-finance-get_financial_statement"":2,""filesystem-list_allowed_directories"":1,""bash"":1,""excel-get_workbook_metadata"":1}",100,False,12,12,8,4,12,0,8,0,0,"{""ECONNRESET"":4,""UND_ERR_SOCKET"":4}","{""200"":6}",2,4,6,80193,3845,84038,56832,False,partial_or_missing_provider_usage,4,8,done,,fail,artifact_validation.end,2026-08-23T08:54:27.587025+00:00,0,0,,,,0,12,12,8,4,80193,partial_or_missing_retained_provider_usage,3845,False,84038
51,investment-decision-analysis,dsh,toolathlon-dsh-rerun-transport-incomplete-18-v1,complete,True,True,True,no_pass,valid,crashed,product_error,,,dsh-rerun18-051-investment-decision-analysis-a1,1,toolathlon-dsh-rerun-transport-incomplete-18-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-rerun-transport-incomplete-18-v1/runs/dsh/investment-decision-analysis/dsh-rerun18-051-investment-decision-analysis-a1,2026-08-25T07:18:08.672337+00:00,run.json,2026-08-25T07:22:17.719076+00:00,249.046739,249.046739,202.78584672999568,25.705713342002127,20.555178928002192,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,59,node_fetch_undici,6,0,0,False,"{""excel-read_data_from_excel"":3,""filesystem-list_allowed_directories"":1,""bash"":1,""excel-get_workbook_metadata"":1}",100,False,9,9,6,3,9,0,6,0,0,"{""ECONNRESET"":1,""UND_ERR_SOCKET"":5}","{""200"":8}",2,6,1,56425,804,57229,37376,False,partial_or_missing_provider_usage,3,6,done,,fail,artifact_validation.end,2026-08-25T07:22:19.277212+00:00,0,0,,,,0,9,9,6,3,56425,partial_or_missing_retained_provider_usage,804,False,57229
51,investment-decision-analysis,dsh,toolathlon-dsh-new-key-recovery-48-v1,complete,True,True,True,no_pass,valid,completed,completed_but_no_pass,,,dsh-newkey48-051-investment-decision-analysis-a1,1,toolathlon-dsh-new-key-recovery-48-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-new-key-recovery-48-v1/runs/dsh/investment-decision-analysis/dsh-newkey48-051-investment-decision-analysis-a1,2026-08-26T07:24:39.695071+00:00,run.json,2026-08-26T07:31:33.296865+00:00,413.601794,413.601794,363.02390440399176,29.32066541799577,21.25722417801245,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,59,node_fetch_undici,33,0,0,False,"{""bash"":4,""yahoo-finance-get_financial_statement"":4,""excel-read_data_from_excel"":3,""google_sheet-create_spreadsheet"":3,""google_sheet-rename_sheet"":3,""google_sheet-update_cells"":3,""google_sheet-get_sheet_data"":3,""google_sheet-list_spreadsheets"":2,""yahoo-finance-get_historical_stock_prices"":2,""local-python-execute"":2,""yahoo-finance-get_stock_info"":2,""filesystem-list_allowed_directories"":1,""excel-get_workbook_metadata"":1}",100,False,13,13,0,13,13,0,0,0,0,{},"{""200"":13}",9,4,0,1385528,32750,1418278,1219328,True,all_completed_responses_reported,13,0,done,,fail,artifact_validation.end,2026-08-26T07:31:35.098891+00:00,0,0,,,,0,13,13,0,13,1385528,all_retained_completed_responses_reported,32750,True,1418278
52,invoice-org,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-052-invoice-org-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/invoice-org/dsh-108-052-invoice-org-a1,2026-08-21T04:47:34.982349+00:00,run.json,2026-08-21T04:52:51.696131+00:00,316.713782,316.713782,289.51192852994427,6.180958368931897,21.020895101123813,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,1800,R1,52,node_fetch_undici,35,0,0,False,"{""bash"":8,""pdf-tools-get_pdf_info"":7,""pdf-tools-read_pdf_pages"":7,""yahoo-finance-get_stock_price_by_date"":5,""read"":3,""write"":2,""filesystem-directory_tree"":1,""filesystem-list_allowed_directories"":1,""local-claim_done"":1}",100,False,33,33,19,14,33,0,19,0,0,"{""ECONNRESET"":8,""UND_ERR_SOCKET"":10,""downstream_disconnected"":1}","{""200"":23}",13,10,10,411723,14602,426325,391552,False,partial_or_missing_provider_usage,15,18,done,,pass,artifact_validation.end,2026-08-21T04:52:53.237615+00:00,0,0,,,,0,33,33,18,15,411723,partial_or_missing_retained_provider_usage,14602,False,426325
53,ipad-edu-price,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-053-ipad-edu-price-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/ipad-edu-price/dsh-108-053-ipad-edu-price-a1,2026-08-21T04:53:14.753886+00:00,run.json,2026-08-21T04:57:48.407456+00:00,273.65357,273.65357,175.06817873101681,78.43552446493413,20.149866804049054,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,48,node_fetch_undici,34,16,0,False,"{""fetch-fetch_txt"":28,""todo_write"":3,""fetch-fetch_json"":1,""local-python-execute"":1,""write"":1}",100,False,22,22,12,10,22,0,12,0,0,"{""ECONNRESET"":4,""UND_ERR_SOCKET"":6,""downstream_disconnected"":2}","{""200"":15}",7,8,7,550291,7822,558113,512896,False,partial_or_missing_provider_usage,12,10,done,,pass,artifact_validation.end,2026-08-21T04:57:49.612583+00:00,0,0,,,,0,22,22,10,12,550291,partial_or_missing_retained_provider_usage,7822,False,558113
54,k8s-deployment-cleanup,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-108-054-k8s-deployment-cleanup-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/k8s-deployment-cleanup/dsh-108-054-k8s-deployment-cleanup-a1,2026-08-21T04:59:21.941128+00:00,run.json,2026-08-21T05:02:17.680946+00:00,175.739818,175.739818,112.9417125179898,41.597070381976664,21.20103510003355,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,2700,R2,68,node_fetch_undici,33,1,0,False,"{""k8s-kubectl_get"":13,""k8s-kubectl_scale"":5,""bash"":3,""k8s-ping"":1,""emails-check_connection"":1,""filesystem-list_allowed_directories"":1,""filesystem-directory_tree"":1,""k8s-kubectl_context"":1,""pdf-tools-get_pdf_info"":1,""read"":1,""pdf-tools-read_pdf_pages"":1,""emails-get_mailbox_stats"":1,""pdf-tools-search_pdf_content"":1,""emails-send_email"":1,""emails-get_emails"":1}",100,False,16,16,5,11,16,0,5,0,0,"{""ECONNRESET"":2,""UND_ERR_SOCKET"":1,""downstream_disconnected"":2}","{""200"":14}",10,4,2,408558,8389,416947,376448,False,partial_or_missing_provider_usage,13,3,done,,pass,artifact_validation.end,2026-08-21T05:02:19.025676+00:00,0,0,,,,0,16,16,3,13,408558,partial_or_missing_retained_provider_usage,8389,False,416947
55,k8s-mysql,dsh,toolathlon-dsh-108-node-undici-v1,complete,True,True,True,no_pass,valid,max_steps,model_request_budget,,,dsh-108-055-k8s-mysql-a1,1,toolathlon-dsh-108-node-undici-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-108-node-undici-v1/runs/dsh/k8s-mysql/dsh-108-055-k8s-mysql-a1,2026-08-21T05:05:02.233685+00:00,run.json,2026-08-21T05:22:12.767372+00:00,1030.533687,1030.533687,994.388307078043,10.810699800029397,25.334680121927704,False,none,False,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,35,node_fetch_undici,54,0,0,False,"{""bash"":42,""k8s-exec_in_pod"":4,""k8s-kubectl_get"":3,""read"":3,""k8s-port_forward"":1,""k8s-kubectl_logs"":1}",100,True,100,100,59,41,100,0,59,0,0,"{""ECONNRESET"":22,""UND_ERR_SOCKET"":31,""downstream_disconnected"":6}","{""200"":68}",39,29,32,2023888,41301,2065189,1990400,False,partial_or_missing_provider_usage,47,53,done,,fail,artifact_validation.end,2026-08-21T05:22:15.469384+00:00,0,0,,,,0,100,100,53,47,2023888,partial_or_missing_retained_provider_usage,41301,False,2065189
55,k8s-mysql,dsh,toolathlon-dsh-new-key-recovery-48-v1,complete,True,True,True,pass,valid,completed,none,,,dsh-newkey48-055-k8s-mysql-a1,1,toolathlon-dsh-new-key-recovery-48-v1,/home/vagrant/moi-benchmark/astra/results/toolathlon-dsh-new-key-recovery-48-v1/runs/dsh/k8s-mysql/dsh-newkey48-055-k8s-mysql-a1,2026-08-26T07:34:30.399030+00:00,run.json,2026-08-26T07:48:58.475657+00:00,868.076627,868.076627,832.2111812870135,13.780759296001634,22.084686416984937,False,none,True,passed,exploratory_dsh_only,toolathlon-dsh-0.1.0-rc.7-v1,0.1.0-rc.7,22.19.0,deepseek-v4-flash,deepseek,enabled,max,0.0,5400,R4,35,node_fetch_undici,69,2,0,False,"{""bash"":52,""read"":6,""k8s-kubectl_get"":3,""k8s-exec_in_pod"":2,""k8s-ping"":2,""k8s-kubectl_context"":1,""k8s-port_forward"":1,""k8s-kubectl_describe"":1,""local-claim_done"":1}",100,False,61,61,0,61,61,0,0,0,0,{},"{""200"":61}",55,6,0,2891593,35220,2926813,2842112,True,all_completed_responses_reported,61,0,done,,pass,artifact_validation.end,2026-08-26T07:49:01.058083+00:00,0,0,,,,0,61,61,0,61,2891593,all_retained_completed_responses_reported,35220,True,2926813
